song_id,user_id,timestamp,duration_sec,title,artist,genre,mood
song_86,user_35,2025-03-20T13:44:17.000Z,86,Title 86,Artist 24,Hip-Hop,Sad
song_12,user_41,2025-03-24T15:02:05.000Z,256,Title 12,Artist 16,Classical,Sad
song_1,user_34,2025-03-20T08:45:09.000Z,70,Title 1,Artist 27,Classical,Sad
song_36,user_29,2025-03-19T10:30:12.000Z,130,Title 36,Artist 9,Jazz,Happy
song_9,user_29,2025-03-20T09:01:22.000Z,95,Title 9,Artist 20,Hip-Hop,Chill
song_49,user_42,2025-03-20T14:57:34.000Z,160,Title 49,Artist 24,Rock,Energetic
song_48,user_9,2025-03-21T04:09:19.000Z,181,Title 48,Artist 9,Hip-Hop,Chill
song_18,user_6,2025-03-22T10:14:50.000Z,234,Title 18,Artist 14,Rock,Happy
song_89,user_9,2025-03-24T17:06:08.000Z,264,Title 89,Artist 18,Hip-Hop,Happy
song_60,user_23,2025-03-21T09:50:28.000Z,169,Title 60,Artist 10,Hip-Hop,Chill
song_29,user_46,2025-03-20T10:26:02.000Z,114,Title 29,Artist 19,Rock,Energetic
song_93,user_9,2025-03-20T05:14:17.000Z,145,Title 93,Artist 23,Jazz,Sad
song_79,user_49,2025-03-23T15:29:45.000Z,194,Title 79,Artist 21,Hip-Hop,Energetic
song_61,user_40,2025-03-19T01:47:16.000Z,296,Title 61,Artist 23,Pop,Energetic
song_48,user_41,2025-03-23T09:11:49.000Z,131,Title 48,Artist 9,Hip-Hop,Chill
song_6,user_21,2025-03-22T20:56:36.000Z,147,Title 6,Artist 6,Pop,Sad
song_98,user_4,2025-03-20T00:51:54.000Z,282,Title 98,Artist 10,Jazz,Sad
song_91,user_20,2025-03-19T03:32:16.000Z,167,Title 91,Artist 12,Classical,Chill
song_31,user_10,2025-03-18T14:21:58.000Z,119,Title 31,Artist 18,Jazz,Sad
song_25,user_50,2025-03-18T11:00:28.000Z,251,Title 25,Artist 2,Jazz,Energetic
song_5,user_17,2025-03-23T11:57:42.000Z,218,Title 5,Artist 13,Jazz,Energetic
song_45,user_50,2025-03-19T10:01:53.000Z,173,Title 45,Artist 27,Jazz,Chill
song_94,user_25,2025-03-23T20:40:35.000Z,53,Title 94,Artist 13,Jazz,Sad
song_27,user_39,2025-03-24T05:48:16.000Z,195,Title 27,Artist 2,Jazz,Happy
song_1,user_49,2025-03-23T08:19:25.000Z,33,Title 1,Artist 27,Classical,Sad
song_50,user_31,2025-03-21T19:07:03.000Z,38,Title 50,Artist 29,Pop,Happy
song_84,user_23,2025-03-20T19:12:51.000Z,164,Title 84,Artist 19,Rock,Energetic
song_23,user_39,2025-03-19T01:51:08.000Z,186,Title 23,Artist 20,Jazz,Energetic
song_21,user_39,2025-03-24T05:03:14.000Z,281,Title 21,Artist 26,Pop,Happy
song_98,user_49,2025-03-18T13:42:08.000Z,189,Title 98,Artist 10,Jazz,Sad
song_49,user_36,2025-03-22T04:44:53.000Z,197,Title 49,Artist 24,Rock,Energetic
song_46,user_28,2025-03-19T16:35:46.000Z,82,Title 46,Artist 4,Rock,Chill
song_64,user_23,2025-03-23T06:41:19.000Z,273,Title 64,Artist 9,Hip-Hop,Sad
song_41,user_9,2025-03-19T23:29:59.000Z,54,Title 41,Artist 20,Hip-Hop,Sad
song_91,user_28,2025-03-23T10:07:07.000Z,188,Title 91,Artist 12,Classical,Chill
song_51,user_26,2025-03-21T03:17:54.000Z,123,Title 51,Artist 28,Classical,Energetic
song_7,user_38,2025-03-18T08:49:48.000Z,132,Title 7,Artist 23,Jazz,Chill
song_55,user_9,2025-03-18T17:20:00.000Z,110,Title 55,Artist 16,Rock,Sad
song_24,user_18,2025-03-20T23:55:05.000Z,60,Title 24,Artist 27,Hip-Hop,Happy
song_11,user_40,2025-03-22T04:05:53.000Z,210,Title 11,Artist 16,Jazz,Energetic
song_87,user_26,2025-03-21T17:12:41.000Z,46,Title 87,Artist 1,Rock,Energetic
song_92,user_5,2025-03-23T20:48:17.000Z,69,Title 92,Artist 25,Pop,Energetic
song_80,user_14,2025-03-23T08:19:26.000Z,278,Title 80,Artist 19,Hip-Hop,Sad
song_79,user_2,2025-03-23T18:14:23.000Z,246,Title 79,Artist 21,Hip-Hop,Energetic
song_21,user_37,2025-03-18T18:13:13.000Z,277,Title 21,Artist 26,Pop,Happy
song_2,user_50,2025-03-24T17:28:06.000Z,33,Title 2,Artist 29,Rock,Energetic
song_85,user_5,2025-03-18T10:42:06.000Z,108,Title 85,Artist 29,Jazz,Chill
song_94,user_23,2025-03-24T18:30:07.000Z,93,Title 94,Artist 13,Jazz,Sad
song_7,user_14,2025-03-20T23:18:32.000Z,126,Title 7,Artist 23,Jazz,Chill
song_63,user_43,2025-03-20T08:26:57.000Z,63,Title 63,Artist 14,Hip-Hop,Energetic
song_97,user_42,2025-03-20T20:41:33.000Z,36,Title 97,Artist 12,Hip-Hop,Chill
song_77,user_30,2025-03-22T22:52:21.000Z,85,Title 77,Artist 29,Classical,Sad
song_44,user_49,2025-03-18T19:07:03.000Z,140,Title 44,Artist 1,Classical,Chill
song_45,user_29,2025-03-18T16:58:10.000Z,154,Title 45,Artist 27,Jazz,Chill
song_90,user_13,2025-03-22T10:21:04.000Z,252,Title 90,Artist 9,Rock,Happy
song_15,user_14,2025-03-23T06:03:42.000Z,233,Title 15,Artist 12,Hip-Hop,Energetic
song_43,user_6,2025-03-22T23:14:53.000Z,141,Title 43,Artist 9,Hip-Hop,Energetic
song_23,user_30,2025-03-23T22:14:58.000Z,277,Title 23,Artist 20,Jazz,Energetic
song_62,user_45,2025-03-22T00:50:00.000Z,234,Title 62,Artist 5,Pop,Sad
song_86,user_22,2025-03-20T19:22:44.000Z,170,Title 86,Artist 24,Hip-Hop,Sad
song_75,user_50,2025-03-20T23:01:05.000Z,219,Title 75,Artist 18,Classical,Happy
song_24,user_2,2025-03-20T20:15:46.000Z,266,Title 24,Artist 27,Hip-Hop,Happy
song_11,user_26,2025-03-19T18:05:57.000Z,263,Title 11,Artist 16,Jazz,Energetic
song_61,user_30,2025-03-18T13:04:15.000Z,195,Title 61,Artist 23,Pop,Energetic
song_2,user_41,2025-03-20T23:03:32.000Z,163,Title 2,Artist 29,Rock,Energetic
song_6,user_18,2025-03-22T06:58:01.000Z,135,Title 6,Artist 6,Pop,Sad
song_20,user_10,2025-03-22T21:39:29.000Z,136,Title 20,Artist 12,Hip-Hop,Chill
song_6,user_26,2025-03-20T12:53:52.000Z,248,Title 6,Artist 6,Pop,Sad
song_95,user_38,2025-03-21T06:44:15.000Z,295,Title 95,Artist 26,Rock,Energetic
song_47,user_31,2025-03-23T11:20:13.000Z,292,Title 47,Artist 28,Rock,Energetic
song_65,user_43,2025-03-21T15:18:41.000Z,146,Title 65,Artist 11,Rock,Sad
song_91,user_30,2025-03-20T11:20:58.000Z,198,Title 91,Artist 12,Classical,Chill
song_17,user_6,2025-03-24T05:42:55.000Z,270,Title 17,Artist 11,Classical,Chill
song_71,user_33,2025-03-22T18:56:18.000Z,298,Title 71,Artist 6,Classical,Energetic
song_84,user_25,2025-03-20T13:12:41.000Z,138,Title 84,Artist 19,Rock,Energetic
song_82,user_19,2025-03-24T15:18:03.000Z,227,Title 82,Artist 23,Jazz,Energetic
song_14,user_4,2025-03-18T02:49:06.000Z,65,Title 14,Artist 10,Pop,Sad
song_97,user_21,2025-03-19T05:44:40.000Z,287,Title 97,Artist 12,Hip-Hop,Chill
song_88,user_30,2025-03-21T15:40:20.000Z,213,Title 88,Artist 4,Jazz,Sad
song_14,user_45,2025-03-23T01:40:07.000Z,249,Title 14,Artist 10,Pop,Sad
song_9,user_15,2025-03-23T17:01:20.000Z,226,Title 9,Artist 20,Hip-Hop,Chill
song_21,user_31,2025-03-18T11:46:23.000Z,185,Title 21,Artist 26,Pop,Happy
song_74,user_33,2025-03-24T01:10:30.000Z,211,Title 74,Artist 18,Pop,Happy
song_60,user_49,2025-03-23T18:06:43.000Z,117,Title 60,Artist 10,Hip-Hop,Chill
song_9,user_36,2025-03-19T04:31:12.000Z,300,Title 9,Artist 20,Hip-Hop,Chill
song_29,user_12,2025-03-20T02:13:16.000Z,39,Title 29,Artist 19,Rock,Energetic
song_50,user_35,2025-03-21T10:12:07.000Z,78,Title 50,Artist 29,Pop,Happy
song_12,user_39,2025-03-20T02:32:15.000Z,244,Title 12,Artist 16,Classical,Sad
song_74,user_7,2025-03-23T23:41:47.000Z,299,Title 74,Artist 18,Pop,Happy
song_29,user_5,2025-03-20T10:56:09.000Z,101,Title 29,Artist 19,Rock,Energetic
song_99,user_29,2025-03-19T11:20:13.000Z,31,Title 99,Artist 3,Hip-Hop,Sad
song_88,user_24,2025-03-19T05:22:22.000Z,131,Title 88,Artist 4,Jazz,Sad
song_72,user_11,2025-03-24T07:55:29.000Z,248,Title 72,Artist 4,Classical,Energetic
song_41,user_32,2025-03-18T01:46:19.000Z,75,Title 41,Artist 20,Hip-Hop,Sad
song_14,user_40,2025-03-23T11:38:46.000Z,31,Title 14,Artist 10,Pop,Sad
song_74,user_42,2025-03-21T16:38:44.000Z,223,Title 74,Artist 18,Pop,Happy
song_94,user_37,2025-03-20T14:36:09.000Z,230,Title 94,Artist 13,Jazz,Sad
song_89,user_15,2025-03-21T21:21:59.000Z,192,Title 89,Artist 18,Hip-Hop,Happy
song_27,user_13,2025-03-23T16:44:57.000Z,51,Title 27,Artist 2,Jazz,Happy
song_53,user_48,2025-03-22T14:08:55.000Z,264,Title 53,Artist 23,Jazz,Sad
song_1,user_10,2025-03-18T07:39:13.000Z,221,Title 1,Artist 27,Classical,Sad
song_95,user_15,2025-03-24T10:46:03.000Z,295,Title 95,Artist 26,Rock,Energetic
song_23,user_33,2025-03-20T05:22:47.000Z,199,Title 23,Artist 20,Jazz,Energetic
song_12,user_28,2025-03-19T23:53:28.000Z,220,Title 12,Artist 16,Classical,Sad
song_29,user_20,2025-03-20T16:58:07.000Z,254,Title 29,Artist 19,Rock,Energetic
song_54,user_11,2025-03-22T18:21:15.000Z,250,Title 54,Artist 20,Classical,Happy
song_93,user_10,2025-03-18T02:32:38.000Z,238,Title 93,Artist 23,Jazz,Sad
song_78,user_14,2025-03-20T13:19:47.000Z,209,Title 78,Artist 2,Hip-Hop,Sad
song_8,user_32,2025-03-20T05:10:46.000Z,184,Title 8,Artist 27,Hip-Hop,Happy
song_63,user_35,2025-03-20T04:54:36.000Z,252,Title 63,Artist 14,Hip-Hop,Energetic
song_47,user_42,2025-03-22T10:44:15.000Z,100,Title 47,Artist 28,Rock,Energetic
song_24,user_31,2025-03-24T06:33:26.000Z,159,Title 24,Artist 27,Hip-Hop,Happy
song_66,user_8,2025-03-18T05:03:32.000Z,220,Title 66,Artist 8,Jazz,Happy
song_45,user_35,2025-03-20T17:31:11.000Z,190,Title 45,Artist 27,Jazz,Chill
song_37,user_23,2025-03-22T02:17:17.000Z,83,Title 37,Artist 7,Hip-Hop,Happy
song_74,user_23,2025-03-21T22:42:43.000Z,177,Title 74,Artist 18,Pop,Happy
song_49,user_44,2025-03-23T14:45:09.000Z,33,Title 49,Artist 24,Rock,Energetic
song_1,user_26,2025-03-23T05:41:00.000Z,38,Title 1,Artist 27,Classical,Sad
song_78,user_17,2025-03-21T19:07:52.000Z,36,Title 78,Artist 2,Hip-Hop,Sad
song_82,user_49,2025-03-20T06:19:07.000Z,275,Title 82,Artist 23,Jazz,Energetic
song_61,user_35,2025-03-23T17:08:13.000Z,274,Title 61,Artist 23,Pop,Energetic
song_24,user_19,2025-03-18T16:43:36.000Z,273,Title 24,Artist 27,Hip-Hop,Happy
song_85,user_47,2025-03-19T14:54:49.000Z,56,Title 85,Artist 29,Jazz,Chill
song_59,user_6,2025-03-22T06:57:45.000Z,90,Title 59,Artist 13,Pop,Sad
song_62,user_45,2025-03-22T21:25:47.000Z,218,Title 62,Artist 5,Pop,Sad
song_53,user_23,2025-03-21T08:53:13.000Z,185,Title 53,Artist 23,Jazz,Sad
song_10,user_37,2025-03-24T08:59:33.000Z,268,Title 10,Artist 25,Pop,Happy
song_97,user_6,2025-03-22T08:11:35.000Z,260,Title 97,Artist 12,Hip-Hop,Chill
song_38,user_8,2025-03-24T11:56:37.000Z,140,Title 38,Artist 7,Classical,Happy
song_93,user_21,2025-03-20T15:49:56.000Z,261,Title 93,Artist 23,Jazz,Sad
song_81,user_39,2025-03-19T07:50:51.000Z,154,Title 81,Artist 11,Jazz,Energetic
song_82,user_36,2025-03-23T06:04:34.000Z,130,Title 82,Artist 23,Jazz,Energetic
song_67,user_47,2025-03-23T17:36:17.000Z,153,Title 67,Artist 12,Pop,Happy
song_90,user_25,2025-03-23T13:56:30.000Z,69,Title 90,Artist 9,Rock,Happy
song_99,user_20,2025-03-18T13:09:57.000Z,123,Title 99,Artist 3,Hip-Hop,Sad
song_11,user_4,2025-03-20T02:24:40.000Z,50,Title 11,Artist 16,Jazz,Energetic
song_73,user_4,2025-03-21T09:10:23.000Z,271,Title 73,Artist 6,Hip-Hop,Chill
song_67,user_10,2025-03-18T05:19:08.000Z,234,Title 67,Artist 12,Pop,Happy
song_14,user_39,2025-03-24T07:49:56.000Z,229,Title 14,Artist 10,Pop,Sad
song_41,user_29,2025-03-22T10:08:09.000Z,238,Title 41,Artist 20,Hip-Hop,Sad
song_39,user_45,2025-03-23T03:46:51.000Z,126,Title 39,Artist 3,Rock,Chill
song_74,user_10,2025-03-23T07:06:05.000Z,237,Title 74,Artist 18,Pop,Happy
song_95,user_30,2025-03-21T12:10:25.000Z,158,Title 95,Artist 26,Rock,Energetic
song_4,user_7,2025-03-20T15:45:29.000Z,225,Title 4,Artist 17,Jazz,Sad
song_14,user_4,2025-03-19T12:22:01.000Z,223,Title 14,Artist 10,Pop,Sad
song_5,user_15,2025-03-19T11:03:53.000Z,230,Title 5,Artist 13,Jazz,Energetic
song_85,user_37,2025-03-23T11:47:28.000Z,204,Title 85,Artist 29,Jazz,Chill
song_91,user_35,2025-03-19T15:32:02.000Z,84,Title 91,Artist 12,Classical,Chill
song_66,user_36,2025-03-20T18:35:29.000Z,200,Title 66,Artist 8,Jazz,Happy
song_53,user_32,2025-03-20T09:37:58.000Z,196,Title 53,Artist 23,Jazz,Sad
song_4,user_21,2025-03-23T22:09:08.000Z,289,Title 4,Artist 17,Jazz,Sad
song_59,user_8,2025-03-18T16:56:17.000Z,32,Title 59,Artist 13,Pop,Sad
song_13,user_34,2025-03-22T05:30:04.000Z,276,Title 13,Artist 12,Pop,Happy
song_23,user_23,2025-03-24T19:57:14.000Z,84,Title 23,Artist 20,Jazz,Energetic
song_14,user_21,2025-03-24T05:10:27.000Z,98,Title 14,Artist 10,Pop,Sad
song_79,user_29,2025-03-19T16:36:43.000Z,120,Title 79,Artist 21,Hip-Hop,Energetic
song_15,user_12,2025-03-23T15:43:41.000Z,235,Title 15,Artist 12,Hip-Hop,Energetic
song_10,user_7,2025-03-20T13:59:49.000Z,74,Title 10,Artist 25,Pop,Happy
song_89,user_27,2025-03-20T02:57:20.000Z,96,Title 89,Artist 18,Hip-Hop,Happy
song_88,user_36,2025-03-24T20:32:46.000Z,296,Title 88,Artist 4,Jazz,Sad
song_55,user_15,2025-03-20T00:20:56.000Z,161,Title 55,Artist 16,Rock,Sad
song_47,user_23,2025-03-20T01:43:45.000Z,267,Title 47,Artist 28,Rock,Energetic
song_91,user_18,2025-03-23T13:53:12.000Z,157,Title 91,Artist 12,Classical,Chill
song_43,user_13,2025-03-18T22:51:18.000Z,233,Title 43,Artist 9,Hip-Hop,Energetic
song_70,user_18,2025-03-20T01:40:04.000Z,235,Title 70,Artist 14,Classical,Chill
song_81,user_8,2025-03-20T06:10:13.000Z,208,Title 81,Artist 11,Jazz,Energetic
song_27,user_50,2025-03-20T15:46:54.000Z,117,Title 27,Artist 2,Jazz,Happy
song_37,user_41,2025-03-24T08:54:57.000Z,117,Title 37,Artist 7,Hip-Hop,Happy
song_7,user_17,2025-03-22T13:17:07.000Z,206,Title 7,Artist 23,Jazz,Chill
song_54,user_28,2025-03-18T11:30:51.000Z,63,Title 54,Artist 20,Classical,Happy
song_11,user_1,2025-03-20T02:15:12.000Z,34,Title 11,Artist 16,Jazz,Energetic
song_73,user_37,2025-03-19T03:07:24.000Z,119,Title 73,Artist 6,Hip-Hop,Chill
song_96,user_36,2025-03-23T05:31:40.000Z,142,Title 96,Artist 30,Classical,Happy
song_34,user_26,2025-03-20T10:06:48.000Z,227,Title 34,Artist 18,Rock,Chill
song_68,user_35,2025-03-19T18:00:33.000Z,279,Title 68,Artist 20,Pop,Sad
song_95,user_10,2025-03-23T20:00:33.000Z,232,Title 95,Artist 26,Rock,Energetic
song_92,user_30,2025-03-23T11:25:49.000Z,31,Title 92,Artist 25,Pop,Energetic
song_91,user_1,2025-03-24T19:24:01.000Z,189,Title 91,Artist 12,Classical,Chill
song_72,user_14,2025-03-18T10:12:02.000Z,277,Title 72,Artist 4,Classical,Energetic
song_55,user_3,2025-03-20T20:42:44.000Z,100,Title 55,Artist 16,Rock,Sad
song_68,user_7,2025-03-23T20:42:19.000Z,56,Title 68,Artist 20,Pop,Sad
song_48,user_10,2025-03-18T16:05:01.000Z,170,Title 48,Artist 9,Hip-Hop,Chill
song_49,user_48,2025-03-24T07:58:13.000Z,278,Title 49,Artist 24,Rock,Energetic
song_52,user_40,2025-03-19T13:39:13.000Z,151,Title 52,Artist 12,Pop,Energetic
song_13,user_39,2025-03-20T10:53:29.000Z,55,Title 13,Artist 12,Pop,Happy
song_51,user_35,2025-03-20T04:11:34.000Z,194,Title 51,Artist 28,Classical,Energetic
song_82,user_22,2025-03-21T01:34:11.000Z,284,Title 82,Artist 23,Jazz,Energetic
song_8,user_27,2025-03-20T23:58:05.000Z,173,Title 8,Artist 27,Hip-Hop,Happy
song_95,user_42,2025-03-19T03:25:02.000Z,122,Title 95,Artist 26,Rock,Energetic
song_25,user_15,2025-03-23T09:14:22.000Z,139,Title 25,Artist 2,Jazz,Energetic
song_83,user_33,2025-03-22T12:01:50.000Z,46,Title 83,Artist 20,Pop,Happy
song_65,user_40,2025-03-20T03:13:07.000Z,141,Title 65,Artist 11,Rock,Sad
song_14,user_23,2025-03-20T00:39:01.000Z,56,Title 14,Artist 10,Pop,Sad
song_59,user_29,2025-03-23T11:02:54.000Z,187,Title 59,Artist 13,Pop,Sad
song_6,user_1,2025-03-24T09:24:40.000Z,293,Title 6,Artist 6,Pop,Sad
song_84,user_43,2025-03-24T23:48:23.000Z,291,Title 84,Artist 19,Rock,Energetic
song_60,user_25,2025-03-20T16:16:22.000Z,140,Title 60,Artist 10,Hip-Hop,Chill
song_50,user_5,2025-03-22T07:48:44.000Z,281,Title 50,Artist 29,Pop,Happy
song_6,user_21,2025-03-20T22:59:47.000Z,131,Title 6,Artist 6,Pop,Sad
song_57,user_49,2025-03-24T04:00:02.000Z,206,Title 57,Artist 3,Jazz,Happy
song_64,user_44,2025-03-21T15:04:37.000Z,280,Title 64,Artist 9,Hip-Hop,Sad
song_35,user_38,2025-03-19T13:35:26.000Z,241,Title 35,Artist 20,Hip-Hop,Energetic
song_29,user_3,2025-03-19T08:01:46.000Z,141,Title 29,Artist 19,Rock,Energetic
song_93,user_3,2025-03-22T18:25:01.000Z,46,Title 93,Artist 23,Jazz,Sad
song_59,user_7,2025-03-24T23:33:48.000Z,300,Title 59,Artist 13,Pop,Sad
song_54,user_12,2025-03-20T12:57:59.000Z,71,Title 54,Artist 20,Classical,Happy
song_19,user_4,2025-03-20T21:17:51.000Z,52,Title 19,Artist 7,Pop,Chill
song_61,user_37,2025-03-21T04:49:01.000Z,258,Title 61,Artist 23,Pop,Energetic
song_54,user_28,2025-03-21T00:27:21.000Z,236,Title 54,Artist 20,Classical,Happy
song_57,user_40,2025-03-24T09:55:43.000Z,36,Title 57,Artist 3,Jazz,Happy
song_60,user_47,2025-03-20T20:06:28.000Z,295,Title 60,Artist 10,Hip-Hop,Chill
song_49,user_17,2025-03-18T07:04:40.000Z,121,Title 49,Artist 24,Rock,Energetic
song_72,user_24,2025-03-21T18:36:33.000Z,81,Title 72,Artist 4,Classical,Energetic
song_41,user_8,2025-03-20T02:21:10.000Z,240,Title 41,Artist 20,Hip-Hop,Sad
song_40,user_6,2025-03-20T15:51:36.000Z,40,Title 40,Artist 28,Hip-Hop,Energetic
song_47,user_26,2025-03-24T10:36:15.000Z,130,Title 47,Artist 28,Rock,Energetic
song_10,user_15,2025-03-22T02:41:47.000Z,176,Title 10,Artist 25,Pop,Happy
song_46,user_17,2025-03-19T00:42:14.000Z,180,Title 46,Artist 4,Rock,Chill
song_54,user_21,2025-03-20T10:11:54.000Z,116,Title 54,Artist 20,Classical,Happy
song_75,user_21,2025-03-22T08:14:27.000Z,57,Title 75,Artist 18,Classical,Happy
song_51,user_28,2025-03-18T12:18:20.000Z,91,Title 51,Artist 28,Classical,Energetic
song_63,user_33,2025-03-19T15:58:18.000Z,32,Title 63,Artist 14,Hip-Hop,Energetic
song_16,user_50,2025-03-24T18:44:52.000Z,230,Title 16,Artist 29,Rock,Chill
song_60,user_4,2025-03-19T02:09:36.000Z,251,Title 60,Artist 10,Hip-Hop,Chill
song_50,user_12,2025-03-22T17:00:37.000Z,208,Title 50,Artist 29,Pop,Happy
song_8,user_23,2025-03-18T04:08:49.000Z,57,Title 8,Artist 27,Hip-Hop,Happy
song_54,user_12,2025-03-21T01:18:05.000Z,67,Title 54,Artist 20,Classical,Happy
song_21,user_36,2025-03-18T15:29:19.000Z,96,Title 21,Artist 26,Pop,Happy
song_55,user_10,2025-03-24T00:09:42.000Z,219,Title 55,Artist 16,Rock,Sad
song_11,user_33,2025-03-18T05:05:06.000Z,288,Title 11,Artist 16,Jazz,Energetic
song_57,user_27,2025-03-22T00:05:36.000Z,32,Title 57,Artist 3,Jazz,Happy
song_39,user_23,2025-03-18T21:16:31.000Z,159,Title 39,Artist 3,Rock,Chill
song_76,user_21,2025-03-18T07:57:36.000Z,106,Title 76,Artist 10,Hip-Hop,Sad
song_68,user_33,2025-03-23T02:46:56.000Z,153,Title 68,Artist 20,Pop,Sad
song_33,user_2,2025-03-24T16:54:37.000Z,288,Title 33,Artist 17,Classical,Chill
song_64,user_28,2025-03-24T04:54:10.000Z,95,Title 64,Artist 9,Hip-Hop,Sad
song_22,user_46,2025-03-23T15:40:45.000Z,125,Title 22,Artist 14,Jazz,Chill
song_77,user_4,2025-03-19T19:36:42.000Z,283,Title 77,Artist 29,Classical,Sad
song_60,user_3,2025-03-24T12:59:54.000Z,49,Title 60,Artist 10,Hip-Hop,Chill
song_10,user_9,2025-03-21T05:27:42.000Z,54,Title 10,Artist 25,Pop,Happy
song_94,user_25,2025-03-22T00:31:30.000Z,135,Title 94,Artist 13,Jazz,Sad
song_88,user_7,2025-03-22T07:01:24.000Z,93,Title 88,Artist 4,Jazz,Sad
song_24,user_20,2025-03-20T15:18:35.000Z,239,Title 24,Artist 27,Hip-Hop,Happy
song_30,user_8,2025-03-18T02:21:53.000Z,173,Title 30,Artist 19,Pop,Happy
song_95,user_11,2025-03-24T03:03:42.000Z,186,Title 95,Artist 26,Rock,Energetic
song_97,user_49,2025-03-24T23:31:32.000Z,212,Title 97,Artist 12,Hip-Hop,Chill
song_18,user_9,2025-03-24T09:41:15.000Z,56,Title 18,Artist 14,Rock,Happy
song_68,user_9,2025-03-23T09:19:21.000Z,98,Title 68,Artist 20,Pop,Sad
song_5,user_33,2025-03-20T12:40:53.000Z,113,Title 5,Artist 13,Jazz,Energetic
song_65,user_18,2025-03-23T10:25:34.000Z,153,Title 65,Artist 11,Rock,Sad
song_37,user_10,2025-03-24T05:58:04.000Z,217,Title 37,Artist 7,Hip-Hop,Happy
song_6,user_28,2025-03-20T17:00:00.000Z,190,Title 6,Artist 6,Pop,Sad
song_64,user_1,2025-03-20T11:39:38.000Z,82,Title 64,Artist 9,Hip-Hop,Sad
song_85,user_10,2025-03-22T12:48:37.000Z,106,Title 85,Artist 29,Jazz,Chill
song_28,user_30,2025-03-24T06:30:28.000Z,136,Title 28,Artist 15,Rock,Energetic
song_68,user_7,2025-03-19T21:10:27.000Z,107,Title 68,Artist 20,Pop,Sad
song_70,user_50,2025-03-23T18:06:52.000Z,88,Title 70,Artist 14,Classical,Chill
song_74,user_23,2025-03-18T20:05:58.000Z,34,Title 74,Artist 18,Pop,Happy
song_51,user_11,2025-03-20T01:13:29.000Z,123,Title 51,Artist 28,Classical,Energetic
song_67,user_28,2025-03-19T10:10:15.000Z,164,Title 67,Artist 12,Pop,Happy
song_47,user_4,2025-03-24T13:05:15.000Z,164,Title 47,Artist 28,Rock,Energetic
song_98,user_30,2025-03-19T03:31:39.000Z,180,Title 98,Artist 10,Jazz,Sad
song_5,user_20,2025-03-24T01:04:50.000Z,211,Title 5,Artist 13,Jazz,Energetic
song_54,user_40,2025-03-18T22:03:06.000Z,243,Title 54,Artist 20,Classical,Happy
song_41,user_43,2025-03-22T21:56:34.000Z,84,Title 41,Artist 20,Hip-Hop,Sad
song_55,user_21,2025-03-24T14:32:14.000Z,197,Title 55,Artist 16,Rock,Sad
song_84,user_38,2025-03-21T19:30:05.000Z,144,Title 84,Artist 19,Rock,Energetic
song_6,user_30,2025-03-19T14:38:44.000Z,254,Title 6,Artist 6,Pop,Sad
song_84,user_23,2025-03-23T10:15:21.000Z,297,Title 84,Artist 19,Rock,Energetic
song_25,user_2,2025-03-19T20:07:20.000Z,238,Title 25,Artist 2,Jazz,Energetic
song_92,user_47,2025-03-22T01:35:52.000Z,99,Title 92,Artist 25,Pop,Energetic
song_38,user_9,2025-03-20T20:25:43.000Z,163,Title 38,Artist 7,Classical,Happy
song_22,user_16,2025-03-20T15:21:06.000Z,153,Title 22,Artist 14,Jazz,Chill
song_90,user_35,2025-03-24T01:52:22.000Z,150,Title 90,Artist 9,Rock,Happy
song_3,user_3,2025-03-19T21:07:44.000Z,276,Title 3,Artist 10,Pop,Sad
song_54,user_44,2025-03-20T10:29:12.000Z,268,Title 54,Artist 20,Classical,Happy
song_39,user_49,2025-03-18T23:12:13.000Z,172,Title 39,Artist 3,Rock,Chill
song_52,user_16,2025-03-21T00:29:59.000Z,83,Title 52,Artist 12,Pop,Energetic
song_52,user_39,2025-03-21T01:36:52.000Z,201,Title 52,Artist 12,Pop,Energetic
song_20,user_42,2025-03-22T04:57:57.000Z,187,Title 20,Artist 12,Hip-Hop,Chill
song_72,user_21,2025-03-18T07:07:55.000Z,186,Title 72,Artist 4,Classical,Energetic
song_60,user_1,2025-03-20T03:28:22.000Z,203,Title 60,Artist 10,Hip-Hop,Chill
song_30,user_16,2025-03-24T22:32:53.000Z,137,Title 30,Artist 19,Pop,Happy
song_100,user_33,2025-03-22T08:19:40.000Z,109,Title 100,Artist 18,Rock,Chill
song_15,user_48,2025-03-24T21:48:41.000Z,59,Title 15,Artist 12,Hip-Hop,Energetic
song_69,user_35,2025-03-23T13:01:18.000Z,247,Title 69,Artist 27,Jazz,Energetic
song_30,user_27,2025-03-20T10:27:06.000Z,284,Title 30,Artist 19,Pop,Happy
song_70,user_16,2025-03-18T04:12:58.000Z,73,Title 70,Artist 14,Classical,Chill
song_12,user_47,2025-03-24T22:02:24.000Z,274,Title 12,Artist 16,Classical,Sad
song_85,user_50,2025-03-19T16:40:14.000Z,293,Title 85,Artist 29,Jazz,Chill
song_77,user_11,2025-03-19T02:06:22.000Z,65,Title 77,Artist 29,Classical,Sad
song_46,user_29,2025-03-20T18:15:57.000Z,268,Title 46,Artist 4,Rock,Chill
song_32,user_25,2025-03-21T07:13:20.000Z,285,Title 32,Artist 30,Pop,Energetic
song_26,user_30,2025-03-20T20:51:01.000Z,80,Title 26,Artist 20,Pop,Sad
